nc,kc,mc,mr,nr,mv,nu,time
512,64,128,8,16,8,4,3.4634607566666666
512,64,128,8,16,8,8,43.59659550333334
512,64,128,8,16,8,16,37.790393789999996
512,64,128,8,32,2,2,3.69986835
512,64,128,8,32,2,4,3.561166413333334
512,64,128,8,32,2,8,6.047978226666667
512,64,128,8,32,2,16,5.992564456666667
512,64,128,8,32,4,2,3.8195519366666666
512,64,128,8,32,4,4,3.5973938099999994
512,64,128,8,32,4,8,5.93329927
512,64,128,8,32,4,16,29.74077180666667
512,64,128,8,32,8,2,3.870663083333334
512,64,128,8,32,8,4,3.743364726666667
512,64,128,8,32,8,8,64.86526262666666
512,64,128,8,32,8,16,52.07429513666666
512,64,128,16,2,2,2,8.24734169
512,64,128,16,2,4,2,8.44230842
512,64,128,16,2,8,2,8.314015786666666
512,64,128,16,2,16,2,8.262563223333332
512,64,128,16,4,2,2,6.91160656
512,64,128,16,4,2,4,18.15808901333333
512,64,128,16,4,4,2,7.040806026666666
512,64,128,16,4,4,4,32.32151118666667
512,64,128,16,4,8,2,6.941305410000002
512,64,128,16,4,8,4,8.557631903333334
512,64,128,16,4,16,2,6.931844916666667
512,64,128,16,4,16,4,23.681674559999998
512,64,128,16,8,2,2,3.8033553200000005
512,64,128,16,8,2,4,19.516393973333336
512,64,128,16,8,2,8,20.51082067
512,64,128,16,8,4,2,4.023448766666667
512,64,128,16,8,4,4,19.06298455
512,64,128,16,8,4,8,4.272572013333334
512,64,128,16,8,8,2,3.8892731866666668
512,64,128,16,8,8,4,9.546479950000002
512,64,128,16,8,8,8,28.721751583333333
512,64,128,16,8,16,2,3.9321026599999995
512,64,128,16,8,16,4,42.945211873333335
512,64,128,16,8,16,8,31.38400476666667
512,64,128,16,16,2,2,5.317331776666666
512,64,128,16,16,2,4,10.975496123333333
512,64,128,16,16,2,8,6.300623043333333
512,64,128,16,16,2,16,4.001974713333333
512,64,128,16,16,4,2,5.357091903333333
512,64,128,16,16,4,4,11.310807776666666
512,64,128,16,16,4,8,6.238107486666667
512,64,128,16,16,4,16,42.734978930000004
512,64,128,16,16,8,2,5.32754466
512,64,128,16,16,8,4,10.947228753333334
512,64,128,16,16,8,8,39.68832934333333
512,64,128,16,16,8,16,38.02088728666667
512,64,128,16,16,16,2,5.25898807
512,64,128,16,16,16,4,56.25858373333334
512,64,128,16,16,16,8,59.70148536333334
512,64,128,16,16,16,16,39.55515462333334
512,64,128,16,32,2,2,6.14489166
512,64,128,16,32,2,4,10.888951566666666
512,64,128,16,32,2,8,6.359803736666666
512,64,128,16,32,2,16,5.954641076666666
512,64,128,16,32,4,2,6.022357453333333
512,64,128,16,32,4,4,11.323939186666667
512,64,128,16,32,4,8,6.060778686666667
512,64,128,16,32,4,16,28.952128626666667
512,64,128,16,32,8,2,5.983082690000001
512,64,128,16,32,8,4,10.972163443333333
512,64,128,16,32,8,8,59.31160415333334
512,64,128,16,32,8,16,52.267312770000004
512,64,128,16,32,16,2,5.995816469999999
512,64,128,16,32,16,4,80.68597542
512,64,128,16,32,16,8,83.38089354333333
512,64,128,16,32,16,16,64.26846651
512,64,128,32,2,2,2,8.746340906666665
512,64,128,32,2,4,2,8.815877993333334
512,64,128,32,2,8,2,8.767605023333333
512,64,128,32,2,16,2,8.763126813333333
512,64,128,32,4,2,2,40.83270503333333
512,64,128,32,4,2,4,8.195176806666666
512,64,128,32,4,4,2,21.35915039666667
512,64,128,32,4,4,4,6.801994033333333
512,64,128,32,4,8,2,20.955208156666668
512,64,128,32,4,8,4,7.767325956666667
512,64,128,32,4,16,2,20.86637255
512,64,128,32,4,16,4,22.330404276666666
512,64,128,32,8,2,2,46.619292083333335
512,64,128,32,8,2,4,12.505628226666666
512,64,128,32,8,2,8,6.811096103333334
512,64,128,32,8,4,2,20.959689716666666
512,64,128,32,8,4,4,12.687762489999999
512,64,128,32,8,4,8,4.723210926666667
512,64,128,32,8,8,2,16.777281866666666
512,64,128,32,8,8,4,12.980023540000001
512,64,128,32,8,8,8,29.317990389999995
512,64,128,32,8,16,2,19.22567645333333
512,64,128,32,8,16,4,39.86114543666667
512,64,128,32,8,16,8,31.324125396666666
512,64,128,32,16,2,2,62.86107966000001
512,64,128,32,16,2,4,11.239071019999999
512,64,128,32,16,2,8,9.016157293333332
512,64,128,32,16,2,16,7.362938120000001
512,64,128,32,16,4,2,21.146876619999997
512,64,128,32,16,4,4,11.879342326666666
512,64,128,32,16,4,8,7.574531856666666
512,64,128,32,16,4,16,41.85332829
512,64,128,32,16,8,2,20.736422656666665
512,64,128,32,16,8,4,11.181399856666667
512,64,128,32,16,8,8,37.929060836666665
512,64,128,32,16,8,16,38.03617092666667
512,64,128,32,16,16,2,21.24737053
512,64,128,32,16,16,4,54.604395440000005
512,64,128,32,16,16,8,59.926083653333336
512,64,128,32,16,16,16,38.32314689333334
512,64,128,32,32,2,2,22.765476096666664
512,64,128,32,32,2,4,13.675354973333336
512,64,128,32,32,2,8,8.416652836666666
512,64,128,32,32,2,16,6.371608553333334
512,64,128,32,32,4,2,21.105928683333335
512,64,128,32,32,4,4,11.73068276
512,64,128,32,32,4,8,7.456950626666667
512,64,128,32,32,4,16,28.815554929999998
512,64,128,32,32,8,2,20.79090845
512,64,128,32,32,8,4,11.027800543333333
512,64,128,32,32,8,8,57.95800279
512,64,128,32,32,8,16,49.93923043
512,64,128,32,32,16,2,20.99353367333333
512,64,128,32,32,16,4,75.67715369666666
512,64,128,32,32,16,8,69.35654299666666
512,64,128,32,32,16,16,53.93720749333333
512,64,256,2,2,2,2,39.29456807666667
512,64,256,2,4,2,2,45.1420309
512,64,256,2,4,2,4,14.447198193333334
512,64,256,2,8,2,2,14.682655613333337
512,64,256,2,8,2,4,34.54422191333334
512,64,256,2,8,2,8,8.615688843333334
512,64,256,2,16,2,2,9.68207145
512,64,256,2,16,2,4,14.617570886666666
512,64,256,2,16,2,8,4.990608186666667
512,64,256,2,16,2,16,6.117110383333333
512,64,256,2,32,2,2,6.779043259999999
512,64,256,2,32,2,4,12.274004923333333
512,64,256,2,32,2,8,3.93556265
512,64,256,2,32,2,16,4.0312218600000005
512,64,256,4,2,2,2,14.44668481666667
512,64,256,4,2,4,2,14.63431508
512,64,256,4,4,2,2,8.90060719
512,64,256,4,4,2,4,8.792561703333334
512,64,256,4,4,4,2,27.269486333333333
512,64,256,4,4,4,4,8.644263763333331
512,64,256,4,8,2,2,7.469728910000001
512,64,256,4,8,2,4,5.73400105
512,64,256,4,8,2,8,5.576448373333333
512,64,256,4,8,4,2,9.605732813333335
512,64,256,4,8,4,4,5.1544470533333335
512,64,256,4,8,4,8,5.76955441
512,64,256,4,16,2,2,6.473718636666667
512,64,256,4,16,2,4,3.941173273333333
512,64,256,4,16,2,8,3.8127521266666666
512,64,256,4,16,2,16,4.152134693333334
512,64,256,4,16,4,2,6.430276989999999
512,64,256,4,16,4,4,3.747178486666667
512,64,256,4,16,4,8,3.7798552133333336
512,64,256,4,16,4,16,55.41298943
512,64,256,4,32,2,2,6.210402776666666
512,64,256,4,32,2,4,3.3333984366666667
512,64,256,4,32,2,8,3.372022933333333
512,64,256,4,32,2,16,6.226232100000001
512,64,256,4,32,4,2,6.153751653333334
512,64,256,4,32,4,4,3.3958967866666665
512,64,256,4,32,4,8,3.316651786666667
512,64,256,4,32,4,16,31.881423850000004
512,64,256,8,2,2,2,9.85291561
512,64,256,8,2,4,2,9.496230746666667
512,64,256,8,2,8,2,9.622846513333334
512,64,256,8,4,2,2,6.106924063333333
512,64,256,8,4,2,4,7.219003066666668
512,64,256,8,4,4,2,6.08216016
512,64,256,8,4,4,4,7.042525373333334
512,64,256,8,4,8,2,7.333846856666668
512,64,256,8,4,8,4,7.0369495833333335
512,64,256,8,8,2,2,4.2742002333333335
512,64,256,8,8,2,4,4.240845943333333
512,64,256,8,8,2,8,31.171766790000003
512,64,256,8,8,4,2,4.219052663333334
512,64,256,8,8,4,4,4.304613073333333
512,64,256,8,8,4,8,4.737118913333334
512,64,256,8,8,8,2,4.1907291366666675
512,64,256,8,8,8,4,4.108734253333334
512,64,256,8,8,8,8,29.03495734666667
512,64,256,8,16,2,2,3.5350743366666664
512,64,256,8,16,2,4,3.5165796900000004
512,64,256,8,16,2,8,6.440465773333334
512,64,256,8,16,2,16,3.7379948033333337
512,64,256,8,16,4,2,3.5099916633333335
512,64,256,8,16,4,4,3.5286994933333333
512,64,256,8,16,4,8,6.5297409
512,64,256,8,16,4,16,43.74919362
512,64,256,8,16,8,2,3.6293940099999995
512,64,256,8,16,8,4,3.64351196
512,64,256,8,16,8,8,43.85064919333333
512,64,256,8,16,8,16,37.90235741000001
512,64,256,8,32,2,2,3.80638538
512,64,256,8,32,2,4,3.6477365333333336
512,64,256,8,32,2,8,6.193731003333333
512,64,256,8,32,2,16,5.250567859999999
512,64,256,8,32,4,2,3.7618646200000003
512,64,256,8,32,4,4,3.5620662866666666
512,64,256,8,32,4,8,6.03420309
512,64,256,8,32,4,16,30.04348283
512,64,256,8,32,8,2,3.639492173333333
512,64,256,8,32,8,4,3.51507645
512,64,256,8,32,8,8,60.17628978
512,64,256,8,32,8,16,51.347239666666674
512,64,256,16,2,2,2,8.665582153333334
512,64,256,16,2,4,2,8.672698986666667
512,64,256,16,2,8,2,8.6399891
512,64,256,16,2,16,2,8.723283643333334
512,64,256,16,4,2,2,8.690735673333332
512,64,256,16,4,2,4,18.111156203333334
512,64,256,16,4,4,2,8.797011726666666
512,64,256,16,4,4,4,32.09529707666666
512,64,256,16,4,8,2,8.75662579
512,64,256,16,4,8,4,8.86419978
512,64,256,16,4,16,2,8.644695653333333
512,64,256,16,4,16,4,23.299308853333333
512,64,256,16,8,2,2,4.676116276666667
512,64,256,16,8,2,4,19.515530543333334
512,64,256,16,8,2,8,20.443024163333334
512,64,256,16,8,4,2,4.7540034
512,64,256,16,8,4,4,19.066314733333336
512,64,256,16,8,4,8,4.839838993333333
512,64,256,16,8,8,2,4.681735943333333
512,64,256,16,8,8,4,9.908494640000002
512,64,256,16,8,8,8,28.49925809
512,64,256,16,8,16,2,4.884138549999999
512,64,256,16,8,16,4,41.98844443333334
512,64,256,16,8,16,8,31.228189256666663
512,64,256,16,16,2,2,5.406590800000001
512,64,256,16,16,2,4,11.469394143333332
512,64,256,16,16,2,8,6.62234746
512,64,256,16,16,2,16,3.8750387466666667
512,64,256,16,16,4,2,5.461949783333333
512,64,256,16,16,4,4,11.403000443333331
512,64,256,16,16,4,8,6.23796942
512,64,256,16,16,4,16,42.46255842666667
512,64,256,16,16,8,2,5.3280635300000005
512,64,256,16,16,8,4,11.17190271
512,64,256,16,16,8,8,39.284059346666666
512,64,256,16,16,8,16,38.31079637999999
512,64,256,16,16,16,2,5.404116623333333
512,64,256,16,16,16,4,56.57371277666665
512,64,256,16,16,16,8,59.507581470000005
512,64,256,16,16,16,16,39.69841436666667
512,64,256,16,32,2,2,5.9711904533333335
512,64,256,16,32,2,4,10.951474473333334
512,64,256,16,32,2,8,6.378686156666666
512,64,256,16,32,2,16,6.121647243333333
512,64,256,16,32,4,2,6.104921693333333
512,64,256,16,32,4,4,11.263597306666668
512,64,256,16,32,4,8,6.29128744
512,64,256,16,32,4,16,29.43654017
512,64,256,16,32,8,2,6.011698630000001
512,64,256,16,32,8,4,10.75872629
512,64,256,16,32,8,8,58.175838233333344
512,64,256,16,32,8,16,51.452949880000006
512,64,256,16,32,16,2,6.021597576666666
512,64,256,16,32,16,4,82.23537141666667
512,64,256,16,32,16,8,83.39319666666667
512,64,256,16,32,16,16,63.33463238
512,64,256,32,2,2,2,9.20738882
512,64,256,32,2,4,2,9.307586259999999
512,64,256,32,2,8,2,9.240229323333333
512,64,256,32,2,16,2,9.313629026666666
512,64,256,32,4,2,2,40.53898073999999
512,64,256,32,4,2,4,8.488270843333334
512,64,256,32,4,4,2,22.087849723333335
512,64,256,32,4,4,4,6.954566813333334
512,64,256,32,4,8,2,21.80933928
512,64,256,32,4,8,4,8.060486903333334
512,64,256,32,4,16,2,21.406628213333335
512,64,256,32,4,16,4,22.125548190000004
512,64,256,32,8,2,2,46.111999536666666
512,64,256,32,8,2,4,13.219492903333332
512,64,256,32,8,2,8,6.7063665766666665
512,64,256,32,8,4,2,21.04058351
512,64,256,32,8,4,4,12.768735413333333
512,64,256,32,8,4,8,4.9860586399999995
512,64,256,32,8,8,2,17.047494526666664
512,64,256,32,8,8,4,12.859527706666668
512,64,256,32,8,8,8,29.306280893333337
512,64,256,32,8,16,2,19.269527390000004
512,64,256,32,8,16,4,40.336560979999994
512,64,256,32,8,16,8,31.714749503333334
512,64,256,32,16,2,2,63.723365699999995
512,64,256,32,16,2,4,11.348438403333333
512,64,256,32,16,2,8,8.806572306666666
512,64,256,32,16,2,16,7.478191010000001
512,64,256,32,16,4,2,21.567577826666668
512,64,256,32,16,4,4,11.85936033
512,64,256,32,16,4,8,7.485368486666666
512,64,256,32,16,4,16,42.032257486666666
512,64,256,32,16,8,2,20.592303293333334
512,64,256,32,16,8,4,11.333187726666667
512,64,256,32,16,8,8,38.32217412333333
512,64,256,32,16,8,16,38.13007026
512,64,256,32,16,16,2,21.30789217
512,64,256,32,16,16,4,53.87342213
512,64,256,32,16,16,8,58.987790520000004
512,64,256,32,16,16,16,38.115630630000005
512,64,256,32,32,2,2,23.16773368333333
512,64,256,32,32,2,4,13.959157333333332
512,64,256,32,32,2,8,8.82183358
512,64,256,32,32,2,16,6.201039056666667
512,64,256,32,32,4,2,21.285632319999998
512,64,256,32,32,4,4,11.483293540000002
512,64,256,32,32,4,8,7.383346296666665
512,64,256,32,32,4,16,29.16752006999999
512,64,256,32,32,8,2,20.388820693333333
512,64,256,32,32,8,4,11.201128226666668
512,64,256,32,32,8,8,56.02256886999999
512,64,256,32,32,8,16,50.216342493333336
512,64,256,32,32,16,2,21.182391776666666
512,64,256,32,32,16,4,74.37696568
512,64,256,32,32,16,8,69.39032206
512,64,256,32,32,16,16,54.27916161666667
512,64,512,2,2,2,2,39.0177876
512,64,512,2,4,2,2,14.300345753333332
512,64,512,2,4,2,4,14.613582563333336
512,64,512,2,8,2,2,7.373790186666667
512,64,512,2,8,2,4,7.2759138666666665
512,64,512,2,8,2,8,8.540640989999998
512,64,512,2,16,2,2,5.52176572
512,64,512,2,16,2,4,5.481673956666667
512,64,512,2,16,2,8,5.592276713333333
512,64,512,2,16,2,16,5.91564053
512,64,512,2,32,2,2,6.711143196666667
512,64,512,2,32,2,4,12.39935881
512,64,512,2,32,2,8,3.993222066666667
512,64,512,2,32,2,16,3.8822304833333328
512,64,512,4,2,2,2,14.534288206666666
512,64,512,4,2,4,2,14.704270643333336
512,64,512,4,4,2,2,8.956631316666666
512,64,512,4,4,2,4,8.923898849999999
512,64,512,4,4,4,2,9.504024123333336
512,64,512,4,4,4,4,8.923188706666666
512,64,512,4,8,2,2,7.6114125533333326
512,64,512,4,8,2,4,6.071134799999999
512,64,512,4,8,2,8,5.962280063333333
512,64,512,4,8,4,2,5.262000769999999
512,64,512,4,8,4,4,5.1991136566666665
512,64,512,4,8,4,8,5.7428617766666665
512,64,512,4,16,2,2,6.591360883333333
512,64,512,4,16,2,4,3.8142016366666667
512,64,512,4,16,2,8,3.811344203333334
512,64,512,4,16,2,16,4.015266199999999
512,64,512,4,16,4,2,6.49324606
512,64,512,4,16,4,4,3.756639936666667
512,64,512,4,16,4,8,3.8509551699999998
512,64,512,4,16,4,16,57.45370249
512,64,512,4,32,2,2,6.250110233333333
512,64,512,4,32,2,4,3.35005028
512,64,512,4,32,2,8,3.276874123333333
512,64,512,4,32,2,16,5.879357446666666
512,64,512,4,32,4,2,6.154879426666667
512,64,512,4,32,4,4,3.270264856666667
512,64,512,4,32,4,8,3.29007193
512,64,512,4,32,4,16,30.77739530666667
512,64,512,8,2,2,2,9.868259193333333
512,64,512,8,2,4,2,9.957646776666667
512,64,512,8,2,8,2,9.909783166666665
512,64,512,8,4,2,2,6.505978140000001
512,64,512,8,4,2,4,7.411521783333334
512,64,512,8,4,4,2,6.338509216666667
512,64,512,8,4,4,4,7.203397806666666
512,64,512,8,4,8,2,7.723389526666667
512,64,512,8,4,8,4,7.38213073
512,64,512,8,8,2,2,4.364304663333334
512,64,512,8,8,2,4,4.31494159
512,64,512,8,8,2,8,31.25554062666667
