nc,kc,mc,mr,nr,mv,nu,time
512,64,128,32,32,2,16,5.4815646933333335
512,64,128,32,32,4,2,23.70098985666667
512,64,128,32,32,4,4,10.582337193333334
512,64,128,32,32,4,8,6.7364861566666665
512,64,128,32,32,4,16,33.49998396
512,64,128,32,32,8,2,17.68513024
512,64,128,32,32,8,4,9.35573109
512,64,128,32,32,8,8,82.55561008333333
512,64,128,32,32,8,16,65.13301127333334
512,64,128,32,32,16,2,17.657197743333334
512,64,128,32,32,16,4,269.36909985
512,64,128,32,32,16,8,190.86544354666668
512,64,128,32,32,16,16,126.17424462666668
512,64,256,2,2,2,2,53.80648922666666
512,64,256,2,4,2,2,40.79749761666667
512,64,256,2,4,2,4,12.9202343
512,64,256,2,8,2,2,12.287709566666665
512,64,256,2,8,2,4,30.25621862
512,64,256,2,8,2,8,7.468958043333334
512,64,256,2,16,2,2,19.27055841666667
512,64,256,2,16,2,4,19.976414673333334
512,64,256,2,16,2,8,4.090735666666667
512,64,256,2,16,2,16,4.92919667
512,64,256,2,32,2,2,19.065753673333333
512,64,256,2,32,2,4,38.29384202
512,64,256,2,32,2,8,3.5389026766666665
512,64,256,2,32,2,16,3.8303226766666665
512,64,256,4,2,2,2,13.68393737
512,64,256,4,2,4,2,13.530957036666667
512,64,256,4,4,2,2,7.7744893333333325
512,64,256,4,4,2,4,7.859028329999999
512,64,256,4,4,4,2,31.648794250000005
512,64,256,4,4,4,4,7.814620656666666
512,64,256,4,8,2,2,6.52625366
512,64,256,4,8,2,4,5.170864986666667
512,64,256,4,8,2,8,5.603565653333334
512,64,256,4,8,4,2,9.619041643333333
512,64,256,4,8,4,4,4.7365599933333336
512,64,256,4,8,4,8,5.611373319999999
512,64,256,4,16,2,2,16.900097983333332
512,64,256,4,16,2,4,3.08733833
512,64,256,4,16,2,8,3.135663996666666
512,64,256,4,16,2,16,3.414592996666667
512,64,256,4,16,4,2,17.085121323333333
512,64,256,4,16,4,4,3.116230343333333
512,64,256,4,16,4,8,3.0997123433333336
512,64,256,4,16,4,16,65.75789567000001
512,64,256,4,32,2,2,17.013463650000002
512,64,256,4,32,2,4,3.496516993333334
512,64,256,4,32,2,8,3.539616993333333
512,64,256,4,32,2,16,5.512909656666666
512,64,256,4,32,4,2,16.97422032333333
512,64,256,4,32,4,4,3.4756986633333327
512,64,256,4,32,4,8,3.4932673333333333
512,64,256,4,32,4,16,34.37079107666667
512,64,256,8,2,2,2,8.990932670000001
512,64,256,8,2,4,2,9.161331326666668
512,64,256,8,2,8,2,9.196592996666666
512,64,256,8,4,2,2,5.721319343333333
512,64,256,8,4,2,4,6.061362346666667
512,64,256,8,4,4,2,5.42881701
512,64,256,8,4,4,4,6.062513010000001
512,64,256,8,4,8,2,7.386366343333334
512,64,256,8,4,8,4,6.0887563433333325
512,64,256,8,8,2,2,3.9776767599999996
512,64,256,8,8,2,4,3.9728324266666672
512,64,256,8,8,2,8,33.99384615
512,64,256,8,8,4,2,4.13526502
512,64,256,8,8,4,4,3.9631820166666665
512,64,256,8,8,4,8,4.14980002
512,64,256,8,8,8,2,4.14020802
512,64,256,8,8,8,4,3.96685301
512,64,256,8,8,8,8,85.16706069666667
512,64,256,8,16,2,2,4.55005733
512,64,256,8,16,2,4,4.472836
512,64,256,8,16,2,8,5.682321333333333
512,64,256,8,16,2,16,3.783552666666666
512,64,256,8,16,4,2,4.488030363333333
512,64,256,8,16,4,4,4.448690363333333
512,64,256,8,16,4,8,5.59903204
512,64,256,8,16,4,16,66.16262558666666
512,64,256,8,16,8,2,4.447691679999999
512,64,256,8,16,8,4,4.438036
512,64,256,8,16,8,8,56.63932038666666
512,64,256,8,16,8,16,113.62467275
512,64,256,8,32,2,2,4.547076276666667
512,64,256,8,32,2,4,4.654915606666667
512,64,256,8,32,2,8,5.064390993333333
512,64,256,8,32,2,16,5.0608616600000005
512,64,256,8,32,4,2,4.583722993333334
512,64,256,8,32,4,4,4.591713996666667
512,64,256,8,32,4,8,6.5201469933333325
512,64,256,8,32,4,16,33.87073067666667
512,64,256,8,32,8,2,4.528838323333334
512,64,256,8,32,8,4,4.584726656666667
512,64,256,8,32,8,8,87.64386636666667
512,64,256,8,32,8,16,69.09675809000001
512,64,256,16,2,2,2,8.672845006666666
512,64,256,16,2,4,2,9.39907134
512,64,256,16,2,8,2,8.62674301
512,64,256,16,2,16,2,8.56321601
512,64,256,16,4,2,2,13.63378435
512,64,256,16,4,2,4,49.18096672666667
512,64,256,16,4,4,2,12.959595033333333
512,64,256,16,4,4,4,36.66962990666667
512,64,256,16,4,8,2,13.668695950000002
512,64,256,16,4,8,4,7.715127643333333
512,64,256,16,4,16,2,12.898461303333333
512,64,256,16,4,16,4,64.28139774333334
512,64,256,16,8,2,2,7.26640073
512,64,256,16,8,2,4,14.077829723333334
512,64,256,16,8,2,8,58.21278722
512,64,256,16,8,4,2,7.241293690000001
512,64,256,16,8,4,4,13.343487373333334
512,64,256,16,8,4,8,4.9618723466666665
512,64,256,16,8,8,2,7.229094686666667
512,64,256,16,8,8,4,10.3729944
512,64,256,16,8,8,8,85.56535260333332
512,64,256,16,8,16,2,7.473008
512,64,256,16,8,16,4,90.75787863666667
512,64,256,16,8,16,8,87.42387617333334
512,64,256,16,16,2,2,6.682975806666667
512,64,256,16,16,2,4,11.801706063333334
512,64,256,16,16,2,8,5.5906770833333335
512,64,256,16,16,2,16,4.493292463333334
512,64,256,16,16,4,2,6.711623366666666
512,64,256,16,16,4,4,9.610942593333334
512,64,256,16,16,4,8,5.505231960000001
512,64,256,16,16,4,16,65.69429023666666
512,64,256,16,16,8,2,6.608607723333333
512,64,256,16,16,8,4,9.42872744
512,64,256,16,16,8,8,54.19929976666666
512,64,256,16,16,8,16,113.62061861666666
512,64,256,16,16,16,2,6.742120583333333
512,64,256,16,16,16,4,161.95934900333333
512,64,256,16,16,16,8,118.94713827
512,64,256,16,16,16,16,114.19084975666668
512,64,256,16,32,2,2,5.274831596666666
512,64,256,16,32,2,4,9.415776159999998
512,64,256,16,32,2,8,5.091580236666666
512,64,256,16,32,2,16,5.115719239999999
512,64,256,16,32,4,2,5.250304523333333
512,64,256,16,32,4,4,9.113478489999999
512,64,256,16,32,4,8,5.1760962133333335
512,64,256,16,32,4,16,33.76098324666667
512,64,256,16,32,8,2,5.282144376666666
512,64,256,16,32,8,4,9.267536293333333
512,64,256,16,32,8,8,85.04321778333333
512,64,256,16,32,8,16,67.37995991999999
512,64,256,16,32,16,2,5.26926788
512,64,256,16,32,16,4,267.19531431999997
512,64,256,16,32,16,8,216.84542230000002
512,64,256,16,32,16,16,142.19854629666665
512,64,256,32,2,2,2,8.724194203333333
512,64,256,32,2,4,2,8.679547453333333
512,64,256,32,2,8,2,8.77199089
512,64,256,32,2,16,2,8.789042506666666
512,64,256,32,4,2,2,75.62601955666668
512,64,256,32,4,2,4,8.179986216666666
512,64,256,32,4,4,2,23.518035296666664
512,64,256,32,4,4,4,6.69785875
512,64,256,32,4,8,2,23.30951574
512,64,256,32,4,8,4,7.531485833333333
512,64,256,32,4,16,2,23.65444877
512,64,256,32,4,16,4,60.22214129333334
512,64,256,32,8,2,2,113.34537369666667
512,64,256,32,8,2,4,11.29817921
512,64,256,32,8,2,8,5.8856831000000005
512,64,256,32,8,4,2,24.40816746
512,64,256,32,8,4,4,10.63001731
512,64,256,32,8,4,8,5.876531656666666
512,64,256,32,8,8,2,19.873726586666667
512,64,256,32,8,8,4,11.100638693333334
512,64,256,32,8,8,8,85.83240196666667
512,64,256,32,8,16,2,20.550071866666663
512,64,256,32,8,16,4,85.99544763333333
512,64,256,32,8,16,8,87.82462077999999
512,64,256,32,16,2,2,193.9583385933333
512,64,256,32,16,2,4,10.173358633333335
512,64,256,32,16,2,8,10.887404010000001
512,64,256,32,16,2,16,5.672046006666666
512,64,256,32,16,4,2,23.924157653333335
512,64,256,32,16,4,4,10.640134333333332
512,64,256,32,16,4,8,6.864212670000001
512,64,256,32,16,4,16,66.07591646
512,64,256,32,16,8,2,18.636185679999997
512,64,256,32,16,8,4,9.857224
512,64,256,32,16,8,8,51.18289769666666
512,64,256,32,16,8,16,113.70804553666666
512,64,256,32,16,16,2,18.506475403333333
512,64,256,32,16,16,4,162.12853023666665
512,64,256,32,16,16,8,117.92060041333333
512,64,256,32,16,16,16,113.67001286333333
512,64,256,32,32,2,2,25.319886603333334
512,64,256,32,32,2,4,13.457808613333333
512,64,256,32,32,2,8,7.086109576666668
512,64,256,32,32,2,16,5.5311392533333334
512,64,256,32,32,4,2,23.69505146666667
512,64,256,32,32,4,4,10.666183453333334
512,64,256,32,32,4,8,6.853710340000001
512,64,256,32,32,4,16,33.52074815
512,64,256,32,32,8,2,17.67443097
512,64,256,32,32,8,4,9.43142238
512,64,256,32,32,8,8,82.02586852666666
512,64,256,32,32,8,16,65.18895753666668
512,64,256,32,32,16,2,17.680087313333335
512,64,256,32,32,16,4,269.55636692666667
512,64,256,32,32,16,8,188.88995265666668
512,64,256,32,32,16,16,125.14233089333332
512,64,512,2,2,2,2,54.065543223333336
512,64,512,2,4,2,2,12.67470503
512,64,512,2,4,2,4,13.315125386666669
512,64,512,2,8,2,2,7.177609340000001
512,64,512,2,8,2,4,7.289049616666667
512,64,512,2,8,2,8,7.61379529
512,64,512,2,16,2,2,4.659314966666667
512,64,512,2,16,2,4,4.6456216333333336
512,64,512,2,16,2,8,4.6658196300000006
512,64,512,2,16,2,16,5.161467503333333
512,64,512,2,32,2,2,19.13788153666667
512,64,512,2,32,2,4,38.09317298
512,64,512,2,32,2,8,3.167420966666667
512,64,512,2,32,2,16,3.18252927
512,64,512,4,2,2,2,13.77912773
512,64,512,4,2,4,2,13.659433993333332
512,64,512,4,4,2,2,8.586612363333334
512,64,512,4,4,2,4,7.980234123333333
512,64,512,4,4,4,2,9.16434815
512,64,512,4,4,4,4,8.103832656666667
512,64,512,4,8,2,2,6.530442223333334
512,64,512,4,8,2,4,5.0217945833333335
512,64,512,4,8,2,8,5.120569503333333
512,64,512,4,8,4,2,4.467831136666667
512,64,512,4,8,4,4,4.615140463333334
512,64,512,4,8,4,8,5.109201776666667
512,64,512,4,16,2,2,16.95941932
512,64,512,4,16,2,4,3.0374220566666668
512,64,512,4,16,2,8,3.10190211
512,64,512,4,16,2,16,3.414880123333334
512,64,512,4,16,4,2,16.963215156666664
512,64,512,4,16,4,4,3.121681683333333
512,64,512,4,16,4,8,3.0881553533333332
512,64,512,4,16,4,16,65.58466862000002
512,64,512,4,32,2,2,17.056865889999997
512,64,512,4,32,2,4,3.479926033333333
512,64,512,4,32,2,8,3.4921703666666666
512,64,512,4,32,2,16,5.480044383333333
512,64,512,4,32,4,2,17.070613363333337
512,64,512,4,32,4,4,3.48608506
512,64,512,4,32,4,8,3.5022106466666667
512,64,512,4,32,4,16,34.118248679999994
512,64,512,8,2,2,2,9.375094400000002
512,64,512,8,2,4,2,9.46211832
512,64,512,8,2,8,2,9.185054653333335
512,64,512,8,4,2,2,6.299052706666666
512,64,512,8,4,2,4,6.45002101
