MNK,runtime,time_mean,time_std
256,onnx2code-gemm-naive,3.3703890066666666,0.26234957107102974
256,onnx2code-loop-tiling,0.4769373333333333,0.11200040330086118
256,onnx2code-libxsmm,0.7685216666666665,0.1347120594597562
256,tensorflow,0.8927413366666667,0.21565150082934734
256,onnxruntime,0.19556233333333334,0.10832180150469352
288,onnx2code-gemm-naive,4.213650009999999,0.2412096531602261
288,onnx2code-loop-tiling,0.699732,0.1757824672030746
288,onnx2code-libxsmm,1.0847346666666666,0.1939209450563697
288,tensorflow,0.9772826666666666,0.22258221978905282
288,onnxruntime,0.26156667,0.13187345940122966
320,onnx2code-gemm-naive,6.044232376666667,0.3223155900942348
320,onnx2code-loop-tiling,0.9018526733333332,0.21311764860484914
320,onnx2code-libxsmm,1.38776568,0.2599831027845546
320,tensorflow,1.24392801,0.27125448357114745
320,onnxruntime,0.40802100333333335,0.2441359848681263
352,onnx2code-gemm-naive,7.893988396666667,0.367508493608097
352,onnx2code-loop-tiling,1.3560120133333333,0.7348494896233467
352,onnx2code-libxsmm,1.79440235,0.2837481352934221
352,tensorflow,1.49494068,0.3057390412554759
352,onnxruntime,0.46045267000000006,0.20686798562821274
384,onnx2code-gemm-naive,11.524608453333334,0.5201314323649308
384,onnx2code-loop-tiling,1.4596343366666666,0.2841688073669065
384,onnx2code-libxsmm,2.4336043433333336,0.32883703427758676
384,tensorflow,1.72980867,0.33966093636865935
384,onnxruntime,0.5861753366666667,0.1912006903240414
416,onnx2code-gemm-naive,14.006902730000002,0.48876344668009947
416,onnx2code-loop-tiling,1.830579023333333,0.33124209183315273
416,onnx2code-libxsmm,3.1111713733333333,0.37648462074904726
416,tensorflow,2.12371503,0.3163907697054321
416,onnxruntime,0.7455333433333334,0.25015353024405923
448,onnx2code-gemm-naive,18.138151503333333,0.9224213063871142
448,onnx2code-loop-tiling,2.343757016666667,0.44236630097742496
448,onnx2code-libxsmm,3.98062436,0.4661748076261562
448,tensorflow,2.5604050199999997,0.3854315060294798
448,onnxruntime,0.93208034,0.26121660448528994
480,onnx2code-gemm-naive,22.125118099999998,2.159088927144462
480,onnx2code-loop-tiling,2.8662290200000005,0.5107667355572988
480,onnx2code-libxsmm,4.9646453699999995,0.5687715558677898
480,tensorflow,3.0218440199999996,0.4649805323483191
480,onnxruntime,1.1394096733333334,0.2579315916047637
512,onnx2code-gemm-naive,35.79122658,1.4332680004341185
512,onnx2code-loop-tiling,3.3537350266666666,0.5237410889073206
512,onnx2code-libxsmm,6.718171383333333,0.6435436307087524
512,tensorflow,4.010103033333333,0.3728290496767013
512,onnxruntime,1.3507263299999999,0.29469939469919926
544,onnx2code-gemm-naive,31.681916779999998,1.4659728759093686
544,onnx2code-loop-tiling,4.23727131,0.6526400838989082
544,onnx2code-libxsmm,6.9747556433333315,0.6103129442386007
544,tensorflow,4.051602676666667,0.4291065866271986
544,onnxruntime,1.6376596700000001,0.35580045226994084
576,onnx2code-gemm-naive,37.99052364,1.0874292602662623
576,onnx2code-loop-tiling,5.001330343333333,0.7604748176479122
576,onnx2code-libxsmm,8.230971016666667,0.7198893260045716
576,tensorflow,4.502336343333333,0.586047683102526
576,onnxruntime,1.94110367,0.3945149318786313
608,onnx2code-gemm-naive,44.638641256666666,1.215741187119763
608,onnx2code-loop-tiling,5.787086216666666,0.8303883343886781
608,onnx2code-libxsmm,9.801832463333334,0.7914461282502653
608,tensorflow,5.3438368899999995,0.6125494605928336
608,onnxruntime,2.1587026366666664,0.3883709388781272
640,onnx2code-gemm-naive,58.05911371,2.694715017241604
640,onnx2code-loop-tiling,6.634438333333333,0.8345216391226107
640,onnx2code-libxsmm,12.054989756666666,1.5028348949102772
640,tensorflow,5.99051355,0.7330592824266312
640,onnxruntime,2.5221542833333332,0.4573304520249769
672,onnx2code-gemm-naive,60.40745225999999,1.4315425880311647
672,onnx2code-loop-tiling,7.762591996666667,0.9044419656465619
672,onnx2code-libxsmm,13.663411669999999,0.9982044028997674
672,tensorflow,6.9099103333333325,0.8983987900295478
672,onnxruntime,2.9145486666666667,0.3943143716607629
704,onnx2code-gemm-naive,71.40485638000001,2.114370430434871
704,onnx2code-loop-tiling,8.846936676666667,1.0275345510924836
704,onnx2code-libxsmm,15.719211346666665,1.1871685584464966
704,tensorflow,7.95713067,0.7963579281085575
704,onnxruntime,3.3527723366666664,0.4527388447792796
736,onnx2code-gemm-naive,81.41985087,2.243184882505461
736,onnx2code-loop-tiling,10.761460323333335,1.799618396172303
736,onnx2code-libxsmm,18.336470986666665,1.1059623489511625
736,tensorflow,8.837726993333332,1.3609673276859735
736,onnxruntime,3.77466933,0.4777523148543477
768,onnx2code-gemm-naive,116.2303691,3.6316318818898234
768,onnx2code-loop-tiling,11.265402053333334,1.2191776120246236
768,onnx2code-libxsmm,22.767142543333332,2.118667472431719
768,tensorflow,10.311439233333333,1.0654921718879553
768,onnxruntime,4.192945856666667,0.4530428803391309
800,onnx2code-gemm-naive,108.29446495,2.314271972973089
800,onnx2code-loop-tiling,13.067479950000001,1.2708659041292807
800,onnx2code-libxsmm,23.835922146666665,1.3408881566847868
800,tensorflow,11.30956228,1.0025326876216665
800,onnxruntime,4.919521963333334,1.3622212610655369
832,onnx2code-gemm-naive,124.03364023333333,3.910260580697564
832,onnx2code-loop-tiling,14.569716833333334,1.2364054854243702
832,onnx2code-libxsmm,26.099881983333333,1.4702241860694976
832,tensorflow,12.40567943,1.0726871141114627
832,onnxruntime,5.281970426666667,0.5238231226909117
864,onnx2code-gemm-naive,138.47043131333334,4.4882056117959355
