MNK,runtime,time_mean,time_std
864,onnx2code-loop-tiling,16.571924443333334,1.3590672205781729
864,onnx2code-libxsmm,31.187495433333332,2.3485493769686947
864,tensorflow,13.782888929999999,1.1931003490375507
864,onnxruntime,5.9023876333333325,0.5151141892303416
896,onnx2code-gemm-naive,177.52883427333333,3.7420385927551454
896,onnx2code-loop-tiling,18.290402886666666,1.4539367671765442
896,onnx2code-libxsmm,36.61725613,2.8889872890932375
896,tensorflow,15.695179583333335,1.7116501377966362
896,onnxruntime,6.5521933,0.6331403943611638
928,onnx2code-gemm-naive,176.81010817,4.868150399428317
928,onnx2code-loop-tiling,20.290687633333334,1.536577118268534
928,onnx2code-libxsmm,39.80128498,2.0321174807328157
928,tensorflow,16.660500926666664,1.2334493721870932
928,onnxruntime,7.147731570000001,0.5679753831886013
