MNK,runtime,time_mean,time_std
256,onnx2code-gemm-naive,2.93099801,0.21223372618581754
256,onnx2code-loop-tiling,0.6115743366666666,0.06599749912481524
256,onnx2code-libxsmm,0.6862000033333334,0.09256254610444041
256,tensorflow,0.83879467,0.2111202157956325
256,onnxruntime,0.17502199999999998,0.042453192844198025
288,onnx2code-gemm-naive,4.013051343333333,0.1922353570042171
288,onnx2code-loop-tiling,0.8613543366666666,0.08961090262274632
288,onnx2code-libxsmm,0.9549310066666667,0.115530932781052
288,tensorflow,0.9110693400000001,0.15713004746802695
288,onnxruntime,0.242907,0.06730584212632165
320,onnx2code-gemm-naive,5.73331939,0.27483905993038527
320,onnx2code-loop-tiling,1.1365396766666667,0.13217515031366067
320,onnx2code-libxsmm,1.2718516766666665,0.13979089496648958
320,tensorflow,1.1791876766666667,0.20658304444656664
320,onnxruntime,0.3266730033333333,0.05591295871724779
352,onnx2code-gemm-naive,7.659213810000001,0.31697362694935244
352,onnx2code-loop-tiling,1.4359520333333333,0.13807107627317253
352,onnx2code-libxsmm,1.7002643733333334,0.19519460629189345
352,tensorflow,1.4036383666666665,0.27107338265993375
352,onnxruntime,0.4308296766666666,0.09773607186690145
384,onnx2code-gemm-naive,11.107058206666666,1.4121811533334494
384,onnx2code-loop-tiling,1.8372090099999998,0.20677005859850672
384,onnx2code-libxsmm,2.311948676666667,0.25727827390834773
384,tensorflow,1.6829836733333334,0.2696682622089221
384,onnxruntime,0.538148,0.11062774047528344
416,onnx2code-gemm-naive,14.297038139999998,2.729676676434938
416,onnx2code-loop-tiling,2.4032359733333326,0.43364645287365833
416,onnx2code-libxsmm,2.9514771200000003,0.3241932617549172
416,tensorflow,2.00626849,0.322824547564065
416,onnxruntime,0.6981953366666667,0.14003255632503223
448,onnx2code-gemm-naive,17.374831833333335,0.6144123549041031
448,onnx2code-loop-tiling,2.872743363333333,0.2822886150100956
448,onnx2code-libxsmm,3.7628733766666667,0.41442373074013844
448,tensorflow,2.3588540266666667,0.3072846262026125
448,onnxruntime,0.8693563433333332,0.1435663590984048
480,onnx2code-gemm-naive,21.50225923,0.7819840128890342
480,onnx2code-loop-tiling,3.50825207,0.31527052039920433
480,onnx2code-libxsmm,4.428268086666667,0.42702809932715097
480,tensorflow,2.62927905,0.3265735363913425
480,onnxruntime,1.0414200200000001,0.19804321140402564
512,onnx2code-gemm-naive,34.906725013333336,2.4372404714513394
512,onnx2code-loop-tiling,4.392616076666666,0.34323584249067596
512,onnx2code-libxsmm,6.58534778,0.5006035942198693
512,tensorflow,3.917376396666667,0.6595506638626123
512,onnxruntime,1.2402080100000001,0.16426971820915917
544,onnx2code-gemm-naive,30.517709726666666,1.4655694722498689
544,onnx2code-loop-tiling,5.456461906666667,0.47872229454143655
544,onnx2code-libxsmm,6.595671356666667,0.6647671986123534
544,tensorflow,3.88902766,0.46820230109173716
544,onnxruntime,1.482888666666667,0.17757750778619336
576,onnx2code-gemm-naive,36.852594706666665,2.328737123134206
576,onnx2code-loop-tiling,6.3206076200000005,0.4519496564714359
576,onnx2code-libxsmm,7.905415273333334,0.6909014338298326
576,tensorflow,4.415751966666667,0.5194307622421865
576,onnxruntime,1.73132532,0.1933088669553924
608,onnx2code-gemm-naive,42.66949377666666,1.2014143562159671
608,onnx2code-loop-tiling,7.304635963333335,0.7251682138322634
608,onnx2code-libxsmm,9.214234646666666,0.778034726474529
608,tensorflow,5.144455656666667,0.5631055999529266
608,onnxruntime,2.047746663333333,0.1852386781655944
640,onnx2code-gemm-naive,55.89334453333334,2.273516001627766
640,onnx2code-loop-tiling,8.369001973333333,0.5048504896278362
640,onnx2code-libxsmm,11.598928710000001,0.9318555946571332
640,tensorflow,6.01065204,0.7255272663531527
640,onnxruntime,2.3855636833333334,0.2919221096476188
672,onnx2code-gemm-naive,58.554538380000004,2.8564249775566233
672,onnx2code-loop-tiling,9.613490160000001,0.6311975762601341
672,onnx2code-libxsmm,13.277355443333333,1.5214488973740832
672,tensorflow,6.44044367,0.6637398145560762
672,onnxruntime,2.745889,0.3140661292026463
704,onnx2code-gemm-naive,67.34064747000001,2.9076649778401698
704,onnx2code-loop-tiling,11.017596743333334,0.6963415985621837
704,onnx2code-libxsmm,14.665297196666664,1.2571258474802771
704,tensorflow,7.532525746666667,0.8175024675900715
704,onnxruntime,3.1209063366666667,0.30571192055678276
736,onnx2code-gemm-naive,77.81776146333333,3.994680527831363
736,onnx2code-loop-tiling,12.602153343333333,0.7199006589244326
736,onnx2code-libxsmm,17.260685663333334,1.3552461221698675
736,tensorflow,8.18517155,0.8955714304885909
736,onnxruntime,3.4846302700000003,0.29393547805562775
768,onnx2code-gemm-naive,114.22778595999999,8.203709334359631
768,onnx2code-loop-tiling,14.643412720000002,0.770094425828583
768,onnx2code-libxsmm,21.88221372,2.3626316578265025
768,tensorflow,9.402519983333335,1.0571307250323347
768,onnxruntime,3.9847046133333333,0.35216399742038346
800,onnx2code-gemm-naive,102.52447922666666,4.841998191757737
800,onnx2code-loop-tiling,16.721700436666666,0.7321350723210706
800,onnx2code-libxsmm,22.56168299333333,1.5385892624864095
800,tensorflow,10.610878073333334,1.2925829745715158
800,onnxruntime,4.526122559999999,0.394388227185878
832,onnx2code-gemm-naive,118.56218002333335,3.939953692180838
832,onnx2code-loop-tiling,18.922631803333335,1.4425692216179269
832,onnx2code-libxsmm,25.1037305,3.1527200230313914
832,tensorflow,11.518043606666668,1.147024838134664
832,onnxruntime,5.080414686666666,0.47586088191467807
864,onnx2code-gemm-naive,130.09689659666668,5.189265473084857
